Gene name,Gene start (bp),Gene end (bp),Chromosome/scaffold name
SPO11,57329803,57343994,20
RAE1,57351223,57379211,20
MTND1P9,57357426,57358369,20
RBM38-AS1,57376881,57393062,20
RBM38,57391396,57409333,20
UQCC1,35302566,35412031,20
ACOT8,45841721,45857405,20
DEFB121,31404845,31412838,20
DEFB123,31440632,31450257,20
DEFB124,31465471,31476757,20
REM1,31475288,31484895,20
LINC00028,31485778,31487574,20
HM13,31514410,31577923,20
,31738617,31739113,20
TM9SF4,32109714,32167258,20
KIF3B,32277651,32335011,20
,32355053,32355734,20
ASXL1,32358330,32439319,20
NOL4L,32443059,32585333,20
,32449755,32453607,20
,32485149,32487019,20
,32509959,32520285,20
SULF2,47656197,47786616,20
HELZ2,63558086,63574239,20
,44864435,44885604,20
YWHAB,44885702,44908532,20
PABPC1L,44910060,44959035,20
TOMM34,44942130,44960397,20
Y_RNA,45004348,45004454,20
KCNS1,45091214,45101127,20
WFDC12,45123425,45124465,20
PI3,45174902,45176544,20
SEMG1,45207033,45209768,20
SEMG2,45221373,45224458,20
STK4-DT,44963794,44966959,20
STK4,44966494,45080021,20
DEFB116,31303212,31308585,20
RPL31P3,31311303,31311962,20
HAUS6P2,31341371,31344471,20
RNA5SP480,31356870,31356978,20
DEFB117,31360790,31360930,20
DEFB118,31368601,31373923,20
,31376319,31376446,20
DEFB119,31377164,31390590,20
LINC01726,21610787,21703585,20
,21614978,21615435,20
PAX1,21705659,21718481,20
RALY-AS1,33980679,33994357,20
ZNF341,33731657,33792269,20
ZNF133,18288283,18316996,20
CHGB,5911510,5925353,20
KANK1P1,5928085,5929318,20
TRMT6,5937228,5950558,20
MCM8,5950652,5998977,20
,5950949,6039856,20
Y_RNA,5964538,5964650,20
,5965180,5965511,20
MCM8-AS1,5990943,6005821,20
,6000418,6000941,20
RN7SL498P,6001733,6002030,20
CRLS1,6006093,6040053,20
,6065966,6067897,20
TARDBPP1,6200989,6202191,20
LRRN4,6040546,6054060,20
RNU1-55P,5890055,5890212,20
,6213699,6215381,20
,6219199,6219443,20
,6220330,6220759,20
ATRN,3471018,3651118,20
SF3A3P1,3489529,3491005,20
GFRA4,3659248,3663399,20
SMOX,4120980,4187747,20
LINC01433,4192932,4195953,20
FERMT1,6074845,6123214,20
Y_RNA,44344839,44344933,20
MIR3646,44408120,44408203,20
HNF4A,44355699,44432845,20
DZANK1,18383367,18467281,20
MCTS2,31547379,31548081,20
ADNP,50888916,50931437,20
WFDC5,45109452,45115174,20
EBF4,2692780,2760108,20
TTLL9,31870634,31945000,20
,64097208,64101162,20
MYT1,64102394,64242253,20
NPBWR2,64103802,64107565,20
,64278306,64278561,20
CICP4,64290187,64292998,20
,64327418,64327972,20
PCMTD2,64255695,64304820,20
,64290385,64313132,20
CYB5AP4,22885670,22886068,20
,22960534,22966063,20
,22995708,23030785,20
,23030863,23039241,20
SSTR4,23035312,23039237,20
THBD,23045633,23049672,20
,23071547,23072722,20
CD93,23079360,23086324,20
LINC00656,23125068,23132635,20
,23148086,23149939,20
RNA5SP478,23160857,23160971,20
,36051491,36085703,20
RGS19,64073181,64079988,20
MIR6813,64076955,64077010,20
LKAAEAR1,64083376,64084398,20
OPRL1,64080082,64100643,20
LINC01727,21557417,21666621,20
,59032626,59033550,20
,22510100,22524209,20
,47357890,47358539,20
ZNF337-AS1,25624045,25689032,20
,23179272,23190419,20
LINC01370,40004216,40011323,20
,61159812,61162759,20
,31604359,31605126,20
,20363691,20366502,20
,47358373,47358858,20
,48025182,48060271,20
OGFR-AS1,62800627,62805961,20
,3173685,3175474,20
MIR646HG,60087661,60653784,20
,35742619,35743823,20
APCDD1L-DT,58515379,58619888,20
,21519136,21522649,20
LINC01431,23356586,23358175,20
,25697003,25752857,20
,62181600,62182980,20
LINC01270,50292709,50315488,20
LINC02910,60055853,60072956,20
GNAS-AS1,58818918,58850903,20
MIR1-1HG,62550447,62570767,20
TMX4-AS1,8019180,8043512,20
,3208025,3209476,20
LINC00659,62772980,62776996,20
LINC01275,50162633,50166233,20
,2330316,2331055,20
,56625077,56626117,20
CEP250-AS1,35476203,35491005,20
SNHG17,38419638,38435409,20
,62533957,62536728,20
,57266768,57282998,20
LINC00261,22547663,22578642,20
PANK2-AS1,3887289,3889173,20
,1729038,1817765,20
,45179818,45189319,20
MHENCR,63627179,63628824,20
PELATON,50247643,50283250,20
SNHG11,38446343,38450940,20
LAMA5-AS1,62352970,62356480,20
,62386299,62387000,20
,41623499,41715725,20
,57161839,57162355,20
,7189189,7258323,20
LCDR,18794078,18796067,20
SDCBP2-AS1,1325400,1378735,20
,1023874,1118493,20
EMILIN3,41359962,41366818,20
,5318268,5503189,20
LINC00654,5482736,5526709,20
LINC01729,5507875,5510002,20
RPS18P1,5532878,5533335,20
,5533628,5535889,20
GPCPD1,5544439,5611006,20
EIF4EP1,5548840,5549481,20
LIME1,63736283,63739103,20
C20orf181,63843436,63843915,20
,63861212,63864293,20
ABHD16B,63861498,63862988,20
TPD52L2,63865228,63891545,20
,63865329,63928452,20
DNAJC5,63895126,63936031,20
RNU1-134P,63908955,63909119,20
MIR941-1,63919449,63919520,20
MIR941-2,63919505,63919576,20
MIR941-3,63919561,63919632,20
MIR941-4,63919756,63919827,20
MIR941-5,63919868,63919939,20
UCKL1,63939829,63956416,20
MIR1914,63941465,63941544,20
MIR647,63942631,63942726,20
UCKL1-AS1,63953384,63956985,20
ZNF512B,63956704,63969930,20
SAMD10,63974116,63980008,20
,16177933,16259603,20
PPIAP17,16223750,16224535,20
,16576068,16579615,20
,16580258,16580622,20
RPLP0P1,16586333,16586693,20
KIF16B,16272104,16573448,20
PTPRT-DT,43189998,43202603,20
SEL1L2,13849247,13996443,20
RNU6-278P,13973316,13973424,20
MACROD2,13995369,16053197,20
RPS3P1,14003508,14003699,20
AIMP1P1,14127400,14128336,20
RN7SL864P,14223041,14223325,20
FLRT3,14322985,14337614,20
RNU6-228P,14352320,14352425,20
,14522081,14523314,20
RNF11P2,14547184,14547623,20
MACROD2-IT1,14554384,14636524,20
RPS10P2,14757563,14758056,20
,14818826,14819308,20
MACROD2-AS1,14884250,14929528,20
,14933843,14935363,20
RNU6-1159P,15021553,15021659,20
RNU6-115P,15022852,15022958,20
RNA5SP475,15280764,15280873,20
,15552157,15552885,20
ENSAP1,15619494,15619819,20
,15892355,15985876,20
MROH8,37101226,37179588,20
,43458054,43541881,20
L3MBTL1,43489442,43550954,20
RPN2,37178410,37241619,20
CST13P,23520876,23541757,20
CST13P,23519146,23542018,20
CSTP1,23918771,23922169,20
,23918538,23928954,20
NCOR1P1,26103489,26113986,20
NCOR1P1,26103416,26114028,20
,49318337,49340437,20
,49318475,49441654,20
,45230942,45231432,20
,45230868,45233331,20
ANKRD20A21P,30656033,30723855,20
,30719816,30723932,20
ZNF285DP,30545601,30551470,20
,30537597,30556427,20
,35521084,35523276,20
,35520852,35528255,20
BPIFA4P,33198212,33207741,20
BPIFA4P,33193585,33210462,20
DEFB122,31421530,31423867,20
DEFB122,31421436,31429180,20
,45138518,45138897,20
,45137706,45138976,20
PPP4R1L,58231789,58286399,20
,58228940,58309494,20
FRG1CP,28580709,28602664,20
,28563850,28602858,20
WFDC6,45534196,45539482,20
,45535159,45539407,20
SNAP25-AS1,10006381,10368831,20
,10308422,10309905,20
SNAP25,10172395,10308258,20
,8238859,8239092,21
,8420675,8421003,21
CYCSP41,10576292,10576587,21
,7385058,7388799,21
,10028361,10029855,21
OR4K11P,13544210,13545185,21
,8857260,8880976,21
,8468320,8468631,21
,9053122,9059060,21
SOWAHCP2,9082601,9083101,21
,7003248,7007022,21
,7135334,7137789,21
,5553637,5614880,21
,8393419,8394341,21
,6986450,6997765,21
CTBP2P10,7129103,7130287,21
C21orf91-OT1,17763315,17792523,21
RBPMSLP,15744004,15745080,21
SREK1IP1P1,19739709,19740150,21
CDRT15P8,10136419,10137004,21
MIR548XHG,18561265,18760320,21
FDPSP6,20388334,20388845,21
RPL39P40,17500679,17500824,21
,19046310,19047684,21
,21933315,21975681,21
NEK4P1,17210469,17211347,21
,18917934,18935859,21
,23704260,23709345,21
,21223295,21226829,21
PPIAP22,18857779,18858276,21
SLC6A6P1,19244543,19246392,21
CTBP2P9,7626344,7627528,21
,8762386,8836565,21
,22134698,22136083,21
CHODL-AS1,17835016,17885608,21
D21S2088E,23352929,23423778,21
TUBAP1,23407658,23409128,21
,8235354,8235832,21
,5707004,5709456,21
TMPRSS15,18269116,18485879,21
VN1R7P,10357400,10358620,21
ZNF299P,23090028,23091831,21
,15263421,15283727,21
,7669397,7681742,21
,22882582,22884000,21
SNX19P1,13525599,13528579,21
,25055535,25069906,21
,23982645,24114352,21
,7430659,7469007,21
SLC25A15P4,10612455,10613379,21
,10122273,10129029,21
GPX1P2,27143344,27143949,21
,25127469,25135247,21
,25928754,25952614,21
,7421442,7425839,21
,8996496,9018670,21
CXADR,17513043,17593579,21
IGHV1OR21-1,10649400,10649835,21
,23857081,23889150,21
HSPD1P7,28887280,28889272,21
,22209920,22420819,21
LINC01687,22008756,22098518,21
MSANTD2P1,23101223,23103074,21
,5703182,5705637,21
C1QBPP1,19759359,19760128,21
,23477641,23490724,21
,25031005,25031529,21
,29063446,29064368,21
RWDD2B,29004384,29019360,21
RPL10P1,27420380,27421023,21
LINC00317,21723293,21737319,21
,12999676,13016692,21
,29182027,29187795,21
,17296219,17296596,21
,18953264,18967058,21
LINC01667,9781910,9838011,21
,19130523,19134423,21
,23106928,23119903,21
MAP3K7CL,29077471,29175889,21
LINC00161,28539318,28540355,21
GRIK1-AS1,29748175,29764002,21
LINC01697,28048404,28137611,21
,9975017,10119309,21
LINC01689,24304546,24321377,21
,18917213,18917429,21
,10397644,10397778,21
,18477358,18486599,21
,22153950,22154299,21
,18614431,18650360,21
,29657406,29657831,21
KRT18P2,20424949,20426206,21
,24043257,24050286,21
,8240736,8241047,21
,29058073,29060095,21
BACH1-AS1,29370019,29376339,21
,19301613,19303739,21
URB1,32311018,32393012,21
,8465254,8465586,21
KRTAP25-1,30289145,30289514,21
SNX18P10,8801362,8801880,21
,8466466,8466699,21
RPSAP68,8603547,8603984,21
JAM2,25639258,25717562,21
,26317390,26320773,21
,21566763,21615437,21
EEF1A1P1,23390258,23390996,21
LINC01683,19893113,19900043,21
,23065491,23131206,21
,27361121,27395787,21
,25582770,25583326,21
,24154871,24192924,21
,26459903,26460214,21
USP16,29024629,29054488,21
,23888798,23890541,21
RPL8P2,30263380,30263881,21
,27358885,27448579,21
LINC02573,20256752,20258820,21
,15346652,15346738,21
LINC01692,24840550,25057746,21
,28328738,28674848,21
CLDN17,30165565,30166805,21
BACH1-IT3,29496047,29500386,21
CYYR1,26466209,26573286,21
RPL23P2,28997613,28998033,21
BTF3L4P1,17518526,17518993,21
,26889376,26939742,21
GAPDHP14,29222321,29223257,21
MRPS6,34073224,34143034,21
,25095022,25103670,21
,25169431,25361868,21
RPL37P3,17894193,17894485,21
THUMPD1P1,28901779,28903697,21
,30089717,30097836,21
LINC00189,29193480,29288205,21
PPIAP1,20828127,20828622,21
,29024255,29024890,21
,9088188,9088391,21
LLPHP2,25762938,25763333,21
LINC01673,27638613,27675024,21
KRTAP24-1,30281309,30282950,21
RPL12P9,29127701,29128188,21
BACH1-IT1,29351634,29361894,21
BACH1-IT2,29370497,29373709,21
,8437629,8438551,21
SLC5A3,34073578,34106260,21
NCSTNP1,27492118,27492261,21
MTCO1P1,8845566,8846646,21
CHAF1B,36385392,36419015,21
LINC01695,28116094,28228667,21
,8701461,8701562,21
LINC01425,21746973,21797415,21
,29359002,29359453,21
,26158091,26175824,21
,8197620,8227646,21
RPS3AP1,20430443,20430762,21
SCAF4,31671000,31732118,21
CYCSP42,15490530,15490767,21
EIF4A1P1,27367014,27367947,21
LINC00307,30209151,30211783,21
RPL13AP7,25361821,25381756,21
,26349780,26350634,21
CCT8,29055805,29073797,21
NCAM2,20998409,21543329,21
,17659276,17660384,21
,21655038,21686329,21
RNGTTP1,25643489,25644216,21
,8254592,8255514,21
OR4K12P,13581060,13582004,21
LTN1,28928144,28992956,21
RPL37P4,19593841,19594108,21
APP-DT,26170871,26217381,21
,32790673,32791504,21
APP,25880550,26171128,21
,23960569,23968747,21
,25515349,25518865,21
RPSAP64,38894917,38895252,21
DSCR4,37951425,38121360,21
ATP5MFP1,36388878,36389112,21
,37593977,37661496,21
TPT1P1,31840341,31840858,21
RPS5P2,34135432,34136071,21
LINC01423,38323635,38333421,21
LINC01549,17438821,17450104,21
,18022370,18114904,21
,9580024,9580415,21
CLDN8,30214006,30216097,21
,6789592,6812297,21
,25646113,25654671,21
,24886676,24902756,21
C21orf140,34400112,34401072,21
,15493932,15496124,21
LINC02943,39028536,39029128,21
,25371827,25372043,21
DSCR8,38121451,38156511,21
,34425508,34426017,21
,34073592,34360033,21
,17705408,17707455,21
LINC00113,27722379,27751233,21
PSMD4P1,36485983,36487411,21
HUNK-AS1,32020966,32021782,21
,34205055,34325034,21
,8101251,8103706,21
,9634244,9679906,21
,16754519,16815688,21
HUNK,31873020,32044633,21
EIF3FP1,10330732,10331537,21
C21orf91,17788974,17819386,21
,36430360,36481070,21
LINC00308,22098616,22116605,21
SNX18P12,9364467,9365225,21
DSCR4-IT1,38006544,38010618,21
MORC3,36320189,36386148,21
PAXBP1,32733899,32771792,21
NIPA2P3,19620695,19621545,21
C21orf62,32790673,32813743,21
,8380643,8454792,21
,5705345,5707160,21
,27954922,27985295,21
DSCR10,38206156,38208644,21
RPL23AP12,39127568,39128040,21
,8462320,8462798,21
LINC00159,32080316,32197813,21
,24938431,24992817,21
ITSN1,33642400,33899861,21
CLDN14,36460621,36576569,21
,8417757,8418235,21
,38888772,38903905,21
,8423760,8424071,21
,10328411,10342737,21
NCOR1P4,9529934,9559268,21
KCNJ6,37607373,38121345,21
,8237649,8237979,21
ATP5PO,33903453,33915814,21
,26378552,26471698,21
RAD23BP3,15694300,15696581,21
,16862875,16873691,21
KCNJ6-AS1,37717102,37719569,21
LINC01700,38974429,38977774,21
FDX1P2,25692180,25692554,21
CHODL,17901263,18267373,21
,5232668,5243833,21
,15190406,15224394,21
,6904884,6906692,21
LINC00310,34157724,34190244,21
,38237217,38238201,21
,46052596,46053105,21
CDRT15P9,9026821,9027329,21
LINC00314,28013363,28023233,21
,10482738,10605716,21
S100B,46598604,46605208,21
LINC01666,8759077,8761335,21
BACH1,29194071,29630751,21
,34353099,34375364,21
CYYR1-AS1,26393635,26569252,21
,10640028,10640338,21
,9369285,9376645,21
SPATA20P1,38238227,38238664,21
,46037052,46039807,21
,17793488,17810845,21
,46056516,46057567,21
,7020599,7025166,21
,38846247,38848644,21
,38204141,38206080,21
,38857539,38858861,21
CLDN14-AS1,36445731,36532408,21
,8421883,8422116,21
PSMA6P3,46072085,46072248,21
,7048891,7087229,21
SAMSN1-AS1,14582202,14598303,21
LINC00114,38733890,38747460,21
ETS2,38805183,38824955,21
,39023000,39023835,21
DSTNP1,46653558,46654022,21
RPL23AP4,46690764,46691226,21
KCNJ15,38155549,38307357,21
,36485867,36487760,21
,34412200,34412587,21
,20597953,20598163,21
MAPK6P2,22436290,22438349,21
ZNF355P,13095305,13113790,21
CRYZL1,33589341,33643926,21
,13120244,13120807,21
N6AMT1,28872191,28885371,21
,13305152,13314944,21
,8210384,8211306,21
FGF7P2,13349265,13350648,21
,22500604,22520058,21
ANKRD30BP1,13384249,13427773,21
VN1R8P,13476371,13477263,21
GTF2IP2,13443373,13489176,21
,33584687,33931607,21
LINC01674,13516107,13574999,21
,9810501,9810848,21
,8680538,8680934,21
,9913117,9914846,21
,38503562,38543336,21
ADAMTS5,26917922,26967088,21
SNRPGP13,38502445,38502621,21
LINC01670,5499151,5502542,21
Y_RNA,5597390,5597490,21
hsa-mir-8069-1,6859171,6859256,21
5_8S_rRNA,8256781,8256933,21
MIR3648-2,8986999,8987178,21
,8250060,8250149,21
MIR6724-2,8249505,8249596,21
Y_RNA,7474394,7474494,21
MIR6724-3,8388362,8388453,21
,8388898,8388987,21
RNA5-8SN3,8395607,8395759,21
MIR6724-4,8432530,8432621,21
,8433085,8433174,21
RNA5-8SN1,8439823,8439975,21
Y_RNA,7663911,7664011,21
MIR6724-1,8205315,8205406,21
U1,9646825,9647000,21
,8205851,8205940,21
MIR3648-1,8208473,8208652,21
,8208844,8208904,21
RNA5-8SN2,8212572,8212724,21
SNORA70,9907916,9908010,21
MIR3118-1,13644775,13644850,21
Y_RNA,7092616,7092716,21
,8987370,8987430,21
RNU6-286P,13621577,13621683,21
RN7SL52P,9902344,9902627,21
RNU6-113P,17431547,17431647,21
Y_RNA,17527140,17527247,21
Y_RNA,17576798,17576906,21
RN7SKP147,20356653,20356896,21
RNU6-1326P,15614283,15614389,21
RNU6-772P,20355748,20355852,21
RNU2-55P,23281736,23281909,21
RNU1-139P,19345148,19345312,21
RNU4-45P,22205192,22205332,21
MIR3156-3,13406384,13406460,21
Y_RNA,23432181,23432282,21
RN7SKP236,25101132,25101415,21
RN7SL163P,17506453,17506728,21
MIR155,25573980,25574044,21
MIR6130,23079284,23079392,21
RNA5SP489,25202207,25202315,21
MIR4759,26953961,26954043,21
MIR548X,18686090,18686164,21
RNU6-614P,13047583,13047689,21
RNU6-123P,25943044,25943145,21
RNU6-926P,26190707,26190813,21
U3,29180425,29180639,21
U6,28743208,28743291,21
Y_RNA,29139283,29139384,21
RN7SL740P,33918995,33919338,21
SNORA62,38894785,38894867,21
SNORA80A,32377187,32377322,21
,41870633,41872054,21
,41874756,41877613,21
,41882205,41882300,21
C2CD2,41885112,41954018,21
ZBTB21,41986831,42010387,21
UMODL1-AS1,42102134,42108534,21
ZNF295-AS1,42009194,42055130,21
LINC00160,34723807,34737204,21
,35136638,35139222,21
RPL34P3,35472095,35472432,21
EZH2P1,35599732,35600022,21
,35713139,35732942,21
MIR802,35720715,35720808,21
RPS20P1,35724747,35725100,21
PPP1R2P2,35887195,35887807,21
RPL23AP3,36016079,36016546,21
RIMKLBP1,36050214,36051377,21
SETD4-AS1,36060432,36064408,21
RNU6-992P,36066545,36066652,21
CBR1-AS1,36069642,36126640,21
CBR1,36069941,36073166,21
,36082859,36090414,21
MEMO1P1,36130489,36131376,21
RPS9P1,36132450,36133032,21
CBR3,36135079,36146562,21
RPL3P1,36168970,36170180,21
RUNX1,34787801,36004667,21
EVA1C,32412006,32515397,21
EXOSC3P1,32496812,32497311,21
,32538299,32538434,21
RNA5SP490,32563075,32563210,21
CFAP298,32592079,32612603,21
OR7E23P,32621084,32622083,21
,32624416,32625096,21
CFAP298-TCP10L,32402511,32612865,21
TCP10L,32497967,32587373,21
SMIM34,34418715,34423951,21
BTG3,17593653,17612945,21
SUMO3,44805617,44818779,21
MRPL39,25585656,25607517,21
SAMSN1,14485228,14658821,21
SMIM11,34375480,34416961,21
,36526280,36542855,21
,36580172,36581229,21
,36632681,36637033,21
,36698773,36701564,21
SIM2,36699115,36749917,21
HLCS-IT1,36803984,36806284,21
RNA5SP491,36851911,36852028,21
DPRXP5,36943267,36944125,21
HLCS-AS1,36966461,36975164,21
Y_RNA,36986739,36986851,21
MRPL20P1,36994643,36995075,21
RIPPLY3,37006150,37019662,21
RNU6-696P,37045530,37045636,21
RRP1B,43659560,43696079,21
PDXK,43719094,43762307,21
,43748365,43748468,21
,43768320,43771666,21
CSTB,43772511,43776330,21
TMEM97P1,43783123,43783573,21
RRP1,43789513,43805293,21
AATBC,43805758,43812567,21
MYL6P1,43855890,43856342,21
AGPAT3,43865223,43987592,21
RNU6-859P,43919795,43919901,21
RNU6-1150P,43996322,43996420,21
TRAPPC10,44012309,44106552,21
H2AZP1,44046347,44047041,21
PWP2,44107373,44131181,21
,37267784,37268497,21
,37337382,37366858,21
,37365477,37365932,21
DYRK1A,37365573,37526358,21
PRDM15,41798225,41879482,21
MIR5692B,42950928,42951014,21
,42964639,42965363,21
PKNOX1,42974510,43033931,21
CBS,43053191,43076943,21
,43107942,43168646,21
MRPL51P2,43115334,43115709,21
,43159066,43162277,21
CRYAA,43169008,43172805,21
U2AF1,43092956,43107570,21
SETD4,36034541,36079389,21
MTCO1P3,45376191,45376382,21
,45378201,45379635,21
COL18A1-AS2,45407386,45410065,21
COL18A1-AS1,45419716,45425070,21
MIR6815,45478266,45478326,21
SLC19A1,45493572,45573365,21
,45596364,45625675,21
,45607386,45609194,21
COL18A1,45405165,45513720,21
FAM3B,41304212,41357727,21
,41441056,41445708,21
,41539206,41539326,21
,41559125,41562958,21
ADAMTS1,26835755,26845409,21
,32259804,32261585,21
MIS18A,32268228,32279049,21
MIS18A-AS1,32277863,32280988,21
MRAP-AS1,32306464,32308737,21
MRAP,32291813,32314784,21
LINC01668,42777819,42779994,21
,42781074,42782229,21
,42831040,42836477,21
WDR4,42843094,42879568,21
NDUFV3,42879644,42913304,21
GABPA,25734570,25772460,21
CLIC6,34668994,34718227,21
PIGP,37062846,37073170,21
KCNE2,34364006,34371381,21
TPTE,10521553,10606140,21
SYNJ1,32628759,32728040,21
RNU6-954P,13968489,13968595,21
NF1P3,14000927,14005279,21
PPP6R2P1,14007134,14014880,21
FRG2MP,14019060,14020725,21
ANKRD20A18P,14064325,14069087,21
RNA5SP488,14070871,14070986,21
,14075950,14076038,21
ERLEC1P1,14143581,14144158,21
RBM11,14216130,14228372,21
HSPA13,14371115,14383484,21
PCBP2P1,39171130,39172106,21
,39171462,39171560,21
PSMG1,39174769,39183488,21
BRWD1,39184176,39321559,21
,39184469,39184899,21
TIMM9P2,39216624,39217506,21
BRWD1-IT1,39217093,39219805,21
METTL21AP1,39235386,39236020,21
BRWD1-AS1,39315707,39323218,21
HMGN1,39342315,39349647,21
Y_RNA,39344537,39344628,21
RNF6P1,39373763,39377066,21
GET1,39377698,39428528,21
GET1-SH3BGR,39380332,39515506,21
MIR6508,39447010,39447069,21
MYL6P2,39488327,39488760,21
RPS26P4,39491544,39491898,21
JCADP1,39525583,39529855,21
B3GALT5-AS1,39597147,39612910,21
,39630271,39726085,21
,39727755,39730680,21
PCP4,39867438,39929397,21
DSCAM,40010999,40847158,21
MIR4760,40212352,40212431,21
DSCAM-AS1,40383083,40385358,21
,40513144,40513279,21
DSCAM-IT1,40615378,40630767,21
,40736318,40754888,21
YRDCP3,40863994,40864473,21
,41007244,41037362,21
MIR3197,41167557,41167629,21
BACE2,41167801,41282530,21
PLAC4,41175231,41186788,21
BACE2-IT1,41180097,41180626,21
,41576135,41581319,21
PCSEAT,41580475,41582887,21
LINC00111,41679181,41697336,21
LINC00479,41711520,41715775,21
LINC00112,41715806,41717975,21
RIPK4,41739369,41767089,21
,41739373,41741308,21
MIR6814,41746772,41746841,21
ABCG1,42199689,42297244,21
RNA5SP492,42221173,42221286,21
TFF2,42346357,42350997,21
TFF1,42362282,42366535,21
TMPRSS3,42371887,42396091,21
UBASH3A,42403447,42447684,21
RNU6-1149P,42417497,42417593,21
RSPH1,42472486,42496246,21
SLC37A1,42496008,42581440,21
RSPH1-DT,42496539,42497443,21
,42508624,42509661,21
,42560374,42561934,21
,42648271,42651244,21
PDE9A,42653621,42775509,21
PDE9A-AS1,42733594,42741758,21
LINC00322,43322417,43332039,21
,43363332,43366566,21
SIK1,43414483,43427131,21
LINC00313,43461960,43479534,21
,43465309,43467298,21
HSF2BP,43529186,43659488,21
RPL31P1,43551229,43551600,21
H2BC12L,43565182,43565648,21
MIR6070,43609887,43609989,21
,44172169,44194338,21
,44175489,44176453,21
